,hospital_overall_rating,emergency_services,hospital_type,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison
3773,3.0,True,1,2,2,2,1,1,1
3774,4.0,True,1,2,1,1,2,2,2
3775,,False,2,4,4,4,4,4,2
3776,,True,2,4,4,4,4,2,2
3777,3.0,True,1,2,3,2,1,3,3
3778,4.0,True,1,1,1,2,1,1,2
3779,,True,2,4,4,4,4,4,4
3780,5.0,True,1,2,1,1,1,2,2
3781,3.0,True,1,3,1,3,2,3,3
3782,4.0,True,1,2,1,2,1,2,2
3783,,False,1,4,4,4,4,4,4
3784,4.0,True,1,2,4,1,3,2,1
3785,,False,1,4,4,4,1,2,4
3786,3.0,True,1,2,2,1,3,2,2
3787,4.0,True,1,2,1,3,1,1,2
3788,3.0,False,1,4,2,4,4,2,4
3789,3.0,True,1,2,4,3,1,3,2
3790,5.0,True,1,1,1,1,1,1,3
3791,3.0,True,2,2,4,2,2,2,1
3792,2.0,True,1,3,3,3,3,2,3
3793,3.0,True,1,2,1,2,3,2,3
3794,4.0,True,1,4,2,2,1,2,2
3795,,True,3,4,4,4,4,4,4
3796,2.0,True,1,3,2,2,3,1,3
3797,2.0,True,1,2,3,3,2,1,2
3798,3.0,True,1,2,2,2,2,1,2
3799,4.0,True,1,2,1,1,1,2,1
3800,3.0,True,1,2,2,2,2,2,2
3801,2.0,True,1,2,3,3,3,1,3
3802,4.0,True,1,2,1,3,2,1,3
3803,3.0,True,1,3,1,1,1,2,3
3804,,True,2,4,4,4,4,4,4
3805,3.0,True,1,1,1,3,3,2,1
3806,2.0,True,1,2,3,2,3,2,1
3807,4.0,True,1,2,1,1,2,2,2
3808,5.0,False,1,4,2,4,1,2,4
3809,,True,2,4,4,4,4,4,4
3810,4.0,True,1,2,3,1,1,2,2
3811,,True,2,4,4,4,4,4,4
3812,,True,2,4,4,4,4,4,4
3813,2.0,True,1,2,3,2,1,2,3
3814,4.0,True,2,2,4,2,1,4,4
3815,4.0,True,1,2,2,2,1,1,1
3816,3.0,True,1,3,2,3,1,1,3
3817,3.0,True,1,2,2,2,1,2,1
3818,4.0,True,1,1,1,1,3,1,3
3819,3.0,True,1,2,2,2,2,2,2
3820,4.0,True,1,2,1,2,2,1,2
3821,3.0,True,1,2,2,2,2,1,3
3822,3.0,True,1,2,1,3,3,1,2
3823,3.0,True,2,2,4,2,2,4,2
3824,2.0,True,1,2,4,3,2,2,2
3825,4.0,True,1,2,2,2,1,3,2
3826,3.0,True,1,2,3,1,1,1,3
3827,3.0,True,1,2,4,2,4,3,1
3828,,True,1,4,4,4,4,3,4
3829,3.0,True,1,2,2,2,3,3,2
3830,,True,2,4,4,4,4,4,2
3831,3.0,True,1,2,2,2,1,3,1
3832,4.0,True,1,1,2,2,2,1,2
3833,4.0,True,1,2,1,2,2,2,2
3834,3.0,True,1,2,2,3,3,2,3
3835,3.0,True,1,2,1,2,2,2,2
3836,3.0,True,1,2,2,3,1,2,2
3837,1.0,True,1,2,2,3,3,2,3
3838,4.0,True,1,2,2,2,1,2,2
3839,3.0,True,1,2,2,3,3,2,2
3840,3.0,True,1,2,4,2,2,2,2
3841,4.0,True,1,1,3,1,1,2,3
3842,3.0,True,1,3,1,3,2,2,2
3843,5.0,False,1,4,2,4,1,2,4
3844,4.0,True,2,2,4,2,1,4,1
3845,,True,2,4,4,4,4,4,4
3846,,True,2,4,4,2,4,4,4
3847,3.0,True,2,4,4,2,4,2,1
3848,3.0,True,1,2,2,3,2,1,1
3849,3.0,True,1,2,3,1,2,2,2
3850,,True,2,4,4,4,4,4,4
3851,3.0,True,1,2,3,3,1,2,2
3852,2.0,True,1,2,2,3,3,1,3
3853,3.0,True,2,2,4,2,2,4,4
3854,,False,1,4,4,4,1,4,4
3855,3.0,True,1,2,2,2,3,2,1
3856,3.0,True,1,2,2,2,3,2,2
3857,2.0,True,1,3,3,1,2,2,3
3858,3.0,True,2,4,4,2,1,2,2
3859,,True,2,4,4,2,4,4,4
3860,3.0,True,2,2,4,2,2,4,4
3861,3.0,True,1,2,2,1,2,2,2
3862,4.0,True,1,2,1,1,1,1,2
3863,2.0,True,1,2,4,2,3,2,1
3864,2.0,True,1,2,3,3,2,1,2
3865,,True,1,4,4,4,1,2,4
3866,4.0,True,1,1,3,1,1,1,2
3867,4.0,True,1,2,2,1,1,2,1
3868,3.0,True,1,2,1,3,2,2,3
3869,3.0,True,1,2,1,3,3,1,3
3870,4.0,True,1,2,1,2,1,1,1
3871,3.0,True,1,2,2,2,2,2,2
3872,3.0,True,1,3,1,2,2,2,2
3873,,False,3,4,4,4,4,4,4
3874,2.0,True,1,3,3,2,3,1,1
3875,2.0,True,1,3,2,3,3,1,2
3876,3.0,True,1,2,1,2,2,2,2
3877,4.0,True,1,1,3,1,2,1,3
3878,3.0,True,1,2,1,3,2,2,2
3879,3.0,True,1,2,3,1,2,2,2
3880,3.0,True,1,2,2,2,2,3,1
3881,3.0,True,1,2,4,2,4,2,1
3882,2.0,True,1,2,3,3,3,1,3
3883,3.0,True,1,2,2,2,2,2,1
3884,4.0,True,1,2,3,1,2,2,2
3885,4.0,True,2,2,4,2,1,2,1
3886,4.0,True,1,2,2,1,2,1,2
3887,3.0,True,2,4,4,2,4,2,2
3888,3.0,True,1,2,2,2,3,3,2
3889,3.0,True,1,2,2,2,2,2,1
3890,3.0,True,1,1,2,3,3,2,3
3891,,True,2,4,4,4,4,4,4
3892,,True,1,4,4,4,4,3,2
3893,2.0,True,1,1,3,3,2,2,3
3894,4.0,True,1,4,2,4,1,1,4
3895,3.0,True,1,2,1,3,2,2,3
3896,3.0,True,1,2,2,2,2,1,4
3897,4.0,True,1,1,1,1,3,2,2
3898,3.0,True,1,2,2,3,2,2,3
3899,3.0,True,1,2,1,3,1,2,3
3900,3.0,True,1,3,1,2,1,3,2
3901,,True,2,4,4,2,4,2,4
3902,2.0,True,1,2,4,2,3,2,2
3903,4.0,True,1,1,1,2,3,1,3
3904,3.0,True,1,2,2,3,1,1,2
3905,4.0,True,1,2,4,2,1,2,2
3906,1.0,True,1,2,3,3,3,1,3
3907,3.0,True,1,2,3,1,1,3,2
3908,3.0,True,1,1,2,2,2,2,2
3909,,True,2,4,4,2,4,4,4
3910,3.0,True,1,2,4,2,2,2,1
3911,3.0,True,1,2,1,3,2,3,3
3912,2.0,True,1,2,3,3,2,1,2
3913,4.0,True,1,2,2,2,1,1,2
3914,3.0,True,2,2,4,2,2,2,1
3915,3.0,False,1,2,3,3,1,2,1
3916,,False,3,4,4,4,4,4,4
3917,4.0,True,1,2,1,1,2,2,1
3918,,True,2,4,4,2,4,4,4
3919,3.0,True,2,2,2,1,1,2,2
3920,3.0,True,1,2,2,2,3,2,2
3921,4.0,True,1,2,2,1,1,2,1
3922,3.0,True,1,2,2,2,3,2,1
3923,3.0,True,1,1,2,2,3,2,2
3924,3.0,True,1,2,2,2,3,2,1
3925,4.0,True,1,1,1,2,2,1,3
3926,3.0,True,1,2,2,2,2,2,1
3927,2.0,True,1,2,2,3,2,2,2
3928,3.0,True,1,2,4,2,2,2,2
3929,3.0,True,1,2,2,2,2,1,3
3930,3.0,True,1,3,2,1,3,3,2
3931,3.0,True,1,3,2,1,2,2,1
3932,5.0,True,1,1,1,1,2,2,2
3933,3.0,True,2,2,2,2,1,4,4
3934,,True,1,4,4,4,4,2,4
3935,3.0,True,1,2,2,2,3,2,2
3936,4.0,True,2,2,4,2,1,2,1
3937,,True,2,4,4,4,4,2,2
3938,1.0,True,1,3,1,3,3,2,3
3939,4.0,True,1,2,1,1,2,2,3
3940,3.0,True,1,3,1,1,1,3,1
3941,3.0,True,1,2,1,3,3,1,2
3942,3.0,True,1,2,3,2,3,2,2
3943,1.0,True,1,2,3,3,3,2,3
3944,4.0,True,1,2,2,1,2,2,1
3945,3.0,True,1,2,2,2,3,1,2
3946,,True,2,4,4,4,4,4,4
3947,,True,2,4,4,4,4,4,4
3948,3.0,True,2,4,4,2,4,2,1
3949,,True,2,4,4,2,4,4,4
3950,3.0,True,1,2,4,2,2,3,1
3951,1.0,True,1,1,3,3,3,1,3
3952,4.0,False,1,2,1,1,2,1,2
3953,,True,2,4,4,4,4,2,1
3954,3.0,True,2,2,4,2,1,2,2
3955,3.0,True,2,2,4,2,4,2,1
3956,3.0,True,1,2,2,1,1,3,3
3957,2.0,True,1,1,3,3,3,1,3
3958,3.0,True,1,2,3,2,1,2,1
3959,4.0,False,1,4,2,4,1,2,4
3960,,True,2,2,4,2,4,4,4
3961,4.0,True,2,2,4,2,4,2,1
3962,,True,2,4,4,4,4,4,4
3963,3.0,True,1,2,2,2,3,2,1
3964,3.0,True,1,2,2,1,1,2,2
3965,2.0,True,1,3,1,3,2,2,3
3966,3.0,True,1,2,4,2,4,2,2
3967,4.0,True,1,2,2,2,1,2,2
3968,3.0,True,2,4,4,2,4,3,1
3969,3.0,True,1,1,1,2,3,2,3
3970,4.0,True,1,2,1,1,2,2,1
3971,3.0,True,1,3,1,2,2,2,2
3972,4.0,True,1,2,2,2,2,2,2
3973,3.0,True,1,1,2,3,3,1,1
3974,4.0,True,1,2,2,1,1,2,1
3975,3.0,True,1,2,2,2,1,3,2
3976,3.0,True,1,1,2,3,2,1,1
3977,3.0,True,1,2,3,2,3,2,2
3978,3.0,True,1,2,2,2,3,2,1
3979,,True,2,4,4,2,4,4,4
3980,2.0,True,1,2,2,3,3,2,1
3981,4.0,True,1,4,2,4,1,2,2
3982,3.0,True,1,1,2,3,1,1,2
3983,5.0,False,1,4,1,4,1,2,4
3984,3.0,True,2,2,4,2,2,2,1
3985,4.0,True,1,1,1,1,1,3,3
3986,3.0,True,1,2,2,2,2,2,1
3987,4.0,True,2,2,4,2,4,2,1
3988,3.0,True,1,3,1,1,1,2,3
3989,,True,1,4,4,4,1,2,4
3990,3.0,True,1,2,3,2,2,2,1
3991,3.0,False,1,2,2,2,2,1,1
3992,2.0,True,1,1,2,3,3,2,3
3993,,True,2,4,4,4,4,4,4
3994,3.0,True,2,2,2,2,1,2,2
3995,2.0,True,1,2,2,3,3,3,3
3996,,True,2,4,4,4,4,4,2
3997,,True,2,4,4,4,4,4,4
3998,2.0,True,2,2,4,2,3,4,4
3999,3.0,True,1,1,3,3,1,2,2
4000,3.0,True,1,3,2,1,2,2,3
4001,,True,2,4,4,4,4,4,4
4002,,True,1,4,4,4,4,2,4
4003,3.0,True,2,2,4,2,2,4,2
4004,3.0,True,2,2,4,2,4,4,2
4005,1.0,True,1,2,3,3,3,1,2
4006,3.0,True,2,4,4,2,4,2,1
4007,,True,2,4,4,4,4,4,4
4008,4.0,True,1,2,4,1,1,1,4
4009,4.0,True,1,2,1,1,2,2,1
4010,,False,1,4,4,4,4,2,4
4011,3.0,True,1,2,2,2,2,1,2
4012,3.0,True,1,2,2,2,1,3,1
4013,4.0,True,1,4,2,4,1,1,4
4014,2.0,True,1,2,3,1,3,1,3
4015,1.0,True,1,2,3,3,3,2,2
4016,2.0,True,1,3,1,3,3,1,1
4017,2.0,True,1,2,2,2,3,3,1
4018,,False,1,4,4,4,4,2,4
4019,,True,1,4,4,4,4,3,1
4020,2.0,True,1,3,1,2,3,1,3
4021,3.0,True,2,2,4,2,2,2,1
4022,,True,2,4,4,4,4,4,4
4023,3.0,True,2,2,4,2,1,2,4
4024,1.0,True,1,3,3,2,3,3,2
4025,4.0,True,1,2,2,2,2,2,3
4026,2.0,True,1,3,2,2,2,2,1
4027,3.0,True,1,2,2,2,2,1,1
4028,3.0,True,1,2,2,2,2,2,3
4029,4.0,True,1,2,2,1,1,2,2
4030,,True,2,4,4,4,4,4,4
4031,3.0,True,1,2,4,2,4,2,1
4032,4.0,True,1,2,1,2,1,1,1
4033,3.0,True,1,2,2,2,2,2,2
4034,3.0,True,1,2,2,2,2,1,2
4035,4.0,True,1,2,1,1,3,1,1
4036,3.0,True,1,2,2,2,2,1,2
4037,2.0,True,1,3,2,1,2,2,2
4038,,True,2,4,4,4,4,2,2
4039,4.0,True,2,4,2,2,1,4,4
4040,3.0,True,1,3,1,2,2,1,3
4041,4.0,True,2,2,4,2,1,2,1
4042,3.0,True,1,2,2,2,1,1,1
4043,,True,2,4,4,4,4,4,4
4044,3.0,True,1,2,3,3,2,2,3
4045,2.0,True,1,2,1,3,3,2,2
4046,3.0,True,2,2,2,2,4,2,4
4047,4.0,True,1,2,2,1,1,2,1
4048,3.0,True,2,4,4,2,4,2,1
4049,4.0,True,1,2,2,2,1,2,2
4050,3.0,True,2,2,4,2,4,4,2
4051,3.0,True,2,2,4,2,1,2,1
4052,3.0,True,1,3,2,1,1,2,1
4053,3.0,True,2,4,4,2,1,3,2
4054,3.0,True,2,2,4,2,2,2,1
4055,4.0,True,1,4,2,4,1,3,1
4056,,True,2,2,4,2,4,4,4
4057,4.0,True,1,2,2,2,1,2,2
4058,3.0,True,1,2,2,1,2,3,2
4059,3.0,True,1,2,4,2,4,2,1
4060,3.0,True,2,2,4,2,2,4,2
4061,2.0,True,1,2,3,2,2,2,3
4062,,True,3,4,4,4,4,4,4
4063,3.0,True,1,2,2,1,2,2,1
4064,3.0,True,1,3,1,2,1,1,2
4065,,True,2,4,4,4,4,4,4
4066,3.0,True,1,1,3,2,3,1,1
4067,3.0,True,2,2,4,2,2,2,2
4068,3.0,True,2,2,4,2,4,2,1
4069,3.0,True,2,4,4,2,4,2,4
4070,,True,2,4,4,4,4,4,4
4071,3.0,True,1,4,2,2,4,2,1
4072,3.0,True,2,4,4,2,4,3,2
4073,3.0,True,1,2,2,2,2,3,1
4074,,True,2,4,4,4,4,2,1
4075,,True,2,4,4,4,4,4,4
4076,,True,2,4,4,4,4,4,4
4077,4.0,True,1,2,1,2,2,2,2
4078,4.0,True,1,1,2,1,1,1,3
4079,,True,1,4,4,4,4,2,1
4080,3.0,True,1,2,2,2,2,1,1
4081,4.0,True,1,4,4,2,1,3,1
4082,,True,2,4,4,4,4,4,4
4083,,True,1,4,4,4,4,2,1
4084,3.0,True,1,2,3,2,2,1,1
4085,,True,2,4,4,4,4,4,4
4086,3.0,True,1,2,4,2,4,3,1
4087,4.0,True,1,2,3,1,1,1,1
4088,4.0,True,1,2,2,1,1,2,2
4089,5.0,True,1,2,2,1,1,1,2
4090,2.0,True,1,2,2,3,1,2,1
4091,4.0,True,1,2,2,1,1,1,2
4092,3.0,True,1,2,3,2,2,2,2
4093,4.0,True,1,2,1,2,2,1,3
4094,3.0,True,2,4,2,2,2,2,4
4095,2.0,True,1,2,3,3,2,1,3
4096,3.0,True,2,2,4,2,4,4,1
4097,3.0,True,1,2,1,2,3,3,3
4098,,True,2,4,4,4,4,2,1
4099,,True,2,4,4,4,4,4,4
4100,,True,3,4,4,4,4,4,4
4101,,False,3,4,4,4,4,4,4
4102,3.0,True,2,2,4,2,2,2,2
4103,3.0,True,1,2,3,2,1,1,2
4104,,True,1,4,4,4,4,2,1
4105,3.0,True,1,2,2,2,2,2,3
4106,,True,2,2,4,2,4,4,4
4107,,True,2,2,4,2,4,4,4
4108,,True,2,4,4,4,4,4,4
4109,,True,2,4,4,4,4,4,4
4110,3.0,True,1,2,1,2,3,2,1
4111,3.0,True,1,2,2,2,2,1,1
4112,4.0,True,1,2,2,1,2,2,1
4113,4.0,True,1,2,2,1,2,1,3
4114,2.0,True,1,2,2,2,3,3,3
4115,4.0,True,1,4,2,4,1,2,4
4116,4.0,True,1,2,1,1,1,1,3
4117,3.0,True,1,3,3,1,2,2,1
4118,,True,2,4,4,2,1,4,4
4119,4.0,True,2,2,4,2,1,2,1
4120,4.0,True,1,2,1,1,2,1,2
4121,4.0,True,2,2,4,2,1,2,4
4122,3.0,True,1,1,2,2,3,3,3
4123,2.0,True,1,2,2,3,1,3,2
4124,,True,1,4,4,4,1,2,2
4125,4.0,True,2,2,4,2,4,2,2
4126,,True,1,4,4,4,1,2,1
4127,3.0,True,1,2,2,2,3,2,2
4128,3.0,True,1,2,1,2,3,2,1
4129,4.0,True,1,1,2,2,2,1,1
4130,4.0,False,1,2,2,1,1,2,2
4131,3.0,True,2,2,2,2,1,2,4
4132,4.0,True,1,4,2,4,1,2,2
4133,3.0,True,1,2,3,1,3,2,2
4134,3.0,True,1,2,1,3,1,1,2
4135,3.0,True,1,2,4,2,2,2,1
4136,,False,1,4,4,4,4,2,4
4137,,False,1,4,4,4,4,2,4
4138,2.0,False,1,2,3,2,3,1,2
4139,,True,2,4,4,2,4,4,2
4140,4.0,True,1,4,2,4,1,2,1
4141,3.0,True,1,2,4,2,4,3,1
4142,4.0,True,1,2,2,2,2,2,1
4143,4.0,True,2,2,4,2,2,2,2
4144,3.0,True,1,2,2,2,2,2,2
4145,2.0,True,1,3,1,3,3,1,1
4146,3.0,True,1,4,2,4,2,2,2
4147,3.0,True,2,2,4,2,2,2,2
4148,,True,2,4,4,4,4,2,1
4149,3.0,True,1,2,1,2,3,1,1
4150,4.0,True,1,1,1,2,2,1,3
4151,4.0,True,1,2,2,1,2,2,1
4152,4.0,True,1,2,2,2,1,2,1
4153,3.0,True,1,2,2,2,1,2,2
4154,,True,1,4,4,4,4,4,4
4155,,False,1,4,4,4,4,4,4
4156,3.0,True,1,2,2,3,2,2,2
4157,4.0,False,1,2,2,2,1,2,4
4158,3.0,True,1,2,2,1,3,2,2
4159,3.0,True,1,3,2,1,2,1,1
4160,3.0,True,1,2,2,1,3,3,4
4161,2.0,True,1,2,3,2,3,1,3
4162,3.0,True,2,2,4,2,2,3,4
4163,4.0,True,1,1,3,1,1,1,1
4164,4.0,True,1,2,2,2,1,2,1
4165,5.0,True,1,2,1,1,1,2,2
4166,3.0,True,1,2,1,2,2,3,3
4167,4.0,True,2,2,4,2,1,2,1
4168,3.0,True,1,1,3,1,3,2,2
4169,2.0,True,1,2,3,3,2,1,2
4170,,True,2,4,4,4,4,2,4
4171,,True,2,4,4,4,1,2,1
4172,,True,1,4,4,4,4,2,4
4173,4.0,True,1,4,2,4,1,2,2
4174,2.0,True,2,2,4,3,3,4,4
4175,,True,2,4,4,2,4,4,4
4176,4.0,True,1,2,2,1,1,1,1
4177,4.0,True,2,2,4,2,1,3,4
4178,4.0,True,2,2,4,2,4,4,4
4179,,True,2,4,4,2,4,4,2
4180,3.0,True,1,2,2,2,3,2,2
4181,,True,2,2,4,2,4,4,4
4182,3.0,True,1,1,2,3,3,1,2
4183,3.0,True,1,2,1,2,3,3,3
4184,3.0,True,2,2,4,2,2,4,4
4185,,True,2,4,4,4,4,4,2
4186,,True,3,4,4,4,4,4,4
4187,4.0,True,1,2,1,1,1,1,1
4188,4.0,True,2,2,4,1,1,4,4
4189,4.0,True,2,2,4,2,1,2,2
4190,3.0,True,1,2,2,1,2,2,3
4191,3.0,True,1,2,2,2,1,2,1
4192,4.0,True,1,1,3,1,1,1,3
4193,3.0,True,1,4,4,2,4,3,1
4194,4.0,True,1,2,2,1,2,1,1
4195,3.0,True,1,2,2,1,3,1,2
4196,,False,1,4,4,4,4,2,4
4197,4.0,True,2,2,4,2,1,2,1
4198,3.0,True,2,2,4,2,4,2,1
4199,4.0,True,2,2,2,1,2,2,2
4200,,True,2,4,4,4,4,4,4
4201,2.0,True,1,3,3,2,3,1,3
4202,3.0,True,1,2,1,3,3,1,2
4203,,True,3,4,4,4,4,4,4
4204,2.0,True,1,3,1,3,3,1,1
4205,,True,2,4,4,4,4,2,1
4206,,True,2,4,4,4,4,4,4
4207,3.0,True,1,2,4,2,1,2,1
4208,5.0,True,1,4,2,4,1,2,2
4209,4.0,True,1,2,2,1,3,2,3
4210,3.0,True,1,3,2,2,2,2,2
4211,4.0,True,1,2,2,2,1,1,1
4212,,True,2,4,4,4,4,4,4
4213,,True,2,4,4,4,4,2,2
4214,3.0,True,1,2,2,3,2,2,1
4215,3.0,True,1,2,2,3,2,3,2
4216,4.0,True,2,2,4,2,1,4,4
4217,4.0,True,1,2,1,1,3,1,1
4218,3.0,True,1,2,1,2,3,1,2
4219,2.0,True,1,2,3,1,2,2,1
4220,,True,1,4,4,4,1,2,4
4221,2.0,True,1,3,3,1,2,2,3
4222,,True,3,4,4,4,4,4,4
4223,,True,2,4,4,4,4,4,4
4224,2.0,True,1,3,3,1,2,2,3
4225,4.0,True,1,4,2,4,1,2,4
4226,,True,2,4,4,4,4,2,1
4227,,True,1,4,4,4,1,2,4
4228,3.0,True,1,2,2,2,3,2,1
4229,2.0,True,1,2,4,3,2,3,2
4230,3.0,True,2,2,4,1,2,4,4
4231,3.0,True,1,2,2,2,2,2,1
4232,,True,2,4,4,4,4,4,4
4233,2.0,True,1,3,2,3,2,1,3
4234,,True,3,4,2,4,4,4,4
4235,2.0,True,1,2,4,2,3,2,3
4236,4.0,True,1,2,2,1,1,2,3
4237,,True,2,4,4,4,4,4,4
4238,,True,3,4,4,4,4,4,4
4239,4.0,True,1,4,2,2,1,2,2
4240,3.0,True,1,2,1,1,3,3,3
4241,,True,3,4,4,4,4,4,4
4242,3.0,True,1,2,2,2,2,2,1
4243,3.0,True,1,2,2,2,1,1,2
4244,3.0,True,2,2,4,2,4,3,4
4245,,True,2,4,4,2,4,4,4
4246,4.0,True,2,2,4,2,1,3,4
4247,4.0,True,1,2,2,1,1,2,1
4248,3.0,True,1,2,2,1,1,2,2
4249,3.0,True,1,2,4,2,2,3,2
4250,3.0,True,1,4,4,2,4,2,1
4251,3.0,True,1,2,4,2,4,2,1
4252,3.0,True,1,2,2,2,3,2,3
4253,4.0,True,1,2,1,1,2,2,3
4254,4.0,True,1,2,1,2,1,1,1
4255,,True,1,4,4,4,4,2,1
4256,4.0,True,1,2,1,1,3,1,3
4257,,True,2,4,4,4,4,4,2
4258,3.0,True,1,2,2,3,2,2,1
4259,3.0,True,1,2,3,1,2,3,2
4260,3.0,True,1,2,2,2,1,2,1
4261,3.0,True,1,2,4,2,4,3,1
4262,3.0,True,1,2,2,2,2,2,1
4263,,True,2,4,4,4,4,4,4
4264,,True,2,4,4,4,4,2,1
4265,,False,3,4,4,4,4,4,4
4266,4.0,True,1,2,1,1,1,1,2
4267,3.0,False,1,4,2,4,4,2,4
4268,3.0,True,1,2,3,2,1,1,1
4269,3.0,True,1,2,2,2,2,2,1
4270,4.0,True,1,2,2,1,2,2,2
4271,4.0,True,1,2,1,1,1,1,3
4272,3.0,True,1,2,3,3,1,2,2
4273,,True,3,4,4,4,4,4,4
4274,4.0,True,1,3,1,1,1,1,1
4275,2.0,True,1,2,3,2,3,2,3
4276,4.0,True,1,2,1,3,2,1,1
4277,,True,2,4,4,2,4,4,1
4278,4.0,True,1,2,1,1,1,1,2
4279,3.0,True,1,2,2,2,2,2,2
4280,2.0,True,1,3,2,2,3,2,2
4281,,True,1,4,4,4,1,2,2
4282,,True,2,4,4,4,4,4,4
4283,4.0,True,1,1,1,1,2,1,2
4284,4.0,True,2,2,2,1,1,4,2
4285,3.0,True,2,2,4,2,2,2,1
4286,,True,1,4,4,4,4,2,1
4287,3.0,True,1,2,2,2,2,2,2
4288,3.0,True,1,1,2,3,1,2,2
4289,2.0,True,1,2,1,3,2,1,1
4290,4.0,True,1,2,1,2,1,1,1
4291,,True,1,4,4,4,4,2,1
4292,4.0,True,1,2,2,1,1,2,2
4293,4.0,True,1,2,1,2,2,2,1
4294,3.0,True,1,4,4,2,1,3,3
4295,5.0,True,1,4,1,4,1,2,4
4296,3.0,True,1,3,2,2,3,1,2
4297,,True,3,4,2,4,4,4,4
4298,4.0,True,1,2,2,2,1,1,1
4299,5.0,True,1,2,3,1,1,1,1
4300,4.0,True,1,4,2,4,1,2,1
4301,3.0,True,1,2,1,2,2,1,3
4302,4.0,True,1,2,2,2,2,1,2
4303,2.0,True,1,2,3,1,3,1,2
4304,4.0,True,1,2,3,1,1,2,2
4305,,True,1,4,4,4,4,3,1
4306,4.0,True,1,2,1,2,1,1,1
4307,3.0,True,1,3,1,3,1,1,3
4308,3.0,True,1,2,2,2,2,2,1
4309,,True,1,4,4,4,4,2,1
4310,2.0,True,1,3,3,2,1,2,1
4311,4.0,True,1,1,1,3,2,2,2
4312,,True,2,4,4,4,4,4,4
4313,4.0,True,1,2,2,1,1,2,2
4314,4.0,True,1,2,2,1,1,2,2
4315,4.0,True,1,2,2,1,3,2,3
4316,3.0,True,1,2,2,1,2,1,1
4317,,True,2,4,4,4,4,4,1
4318,3.0,True,2,2,4,2,2,2,1
4319,3.0,True,2,2,4,2,2,3,4
4320,3.0,True,1,2,3,1,1,1,3
4321,3.0,True,1,2,2,1,2,3,2
4322,3.0,True,1,2,2,2,3,1,3
4323,4.0,True,1,2,2,1,1,2,1
4324,3.0,True,1,2,2,2,2,1,1
4325,3.0,True,1,2,1,1,3,2,3
4326,3.0,True,1,2,2,1,1,2,3
4327,4.0,True,2,2,4,2,1,2,1
4328,4.0,True,2,2,4,2,1,4,2
4329,4.0,True,2,2,4,2,1,2,4
4330,,True,2,2,4,2,4,4,4
4331,,True,2,2,4,2,4,4,4
4332,,True,2,4,4,4,1,2,2
4333,3.0,True,1,2,1,1,3,2,2
4334,3.0,True,1,1,1,3,3,3,1
4335,,True,3,4,4,4,4,4,4
4336,2.0,True,1,2,3,2,3,2,2
4337,3.0,True,1,2,2,2,1,2,1
4338,2.0,True,1,1,1,3,3,2,2
4339,4.0,True,2,2,4,2,1,3,4
4340,3.0,True,1,2,2,1,2,2,1
4341,4.0,True,1,1,1,2,2,1,2
4342,,True,2,4,4,4,4,4,4
4343,3.0,True,2,2,4,2,2,2,2
4344,3.0,True,1,2,4,2,4,3,1
4345,4.0,True,1,4,2,1,1,2,1
4346,2.0,True,1,2,2,3,2,2,3
4347,4.0,True,1,2,1,2,1,1,2
4348,3.0,True,1,2,4,1,2,2,2
4349,,True,2,4,4,4,4,4,4
4350,5.0,True,1,4,2,4,1,2,4
4351,3.0,True,2,2,4,2,3,2,2
4352,,True,2,4,4,2,4,4,4
4353,3.0,True,2,2,2,2,2,3,4
4354,4.0,True,1,2,1,1,1,2,2
4355,3.0,True,1,3,1,2,2,2,3
4356,,True,2,4,4,4,4,2,2
4357,,True,2,4,4,4,4,4,4
4358,4.0,True,1,2,2,1,1,2,2
4359,,True,1,4,4,4,1,2,4
4360,3.0,True,1,2,3,1,2,3,3
4361,4.0,True,1,2,2,2,2,2,2
4362,3.0,True,2,2,4,2,4,3,4
4363,4.0,True,1,2,1,1,1,1,3
4364,4.0,True,2,2,4,2,4,2,1
4365,,False,2,4,4,4,4,4,4
4366,3.0,True,1,1,3,1,3,1,3
4367,3.0,True,1,2,2,1,3,2,2
4368,4.0,True,1,4,2,4,1,2,2
4369,4.0,True,1,2,2,2,1,2,1
4370,2.0,True,1,3,3,2,3,2,2
4371,,True,2,4,4,4,4,2,1
4372,3.0,True,1,2,1,2,3,1,3
4373,3.0,True,2,2,2,2,4,2,1
4374,4.0,False,1,4,3,4,1,2,4
4375,,True,2,2,4,2,4,4,4
4376,,True,2,4,4,4,4,4,4
4377,4.0,True,1,4,2,2,1,2,1
4378,3.0,True,1,3,2,1,1,3,3
4379,2.0,True,2,2,4,2,2,4,2
4380,2.0,True,2,2,2,2,2,2,2
4381,,True,2,4,4,4,4,4,2
4382,2.0,True,1,3,3,2,3,1,2
4383,,True,2,4,4,2,4,4,4
4384,3.0,True,1,2,3,1,1,1,2
4385,3.0,True,2,2,4,3,1,4,4
4386,3.0,True,1,2,2,2,2,1,1
4387,3.0,True,1,2,3,1,3,2,2
4388,3.0,True,2,2,4,2,4,2,4
4389,3.0,True,2,2,4,2,1,2,2
4390,3.0,True,1,2,2,3,2,3,2
4391,3.0,True,2,4,4,2,4,2,1
4392,3.0,True,1,3,2,1,2,1,1
4393,4.0,False,1,4,1,4,2,1,4
4394,2.0,True,1,2,1,3,3,2,2
